OBJECTID,ORIGID,CountyName,PopulationCensus16,TimeStamp,IGEasting,IGNorthing,Lat,Long,UGI,ConfirmedCovidCases,PopulationProportionCovidCases,ConfirmedCovidDeaths,ConfirmedCovidRecovered,Shape__Area,Shape__Length,Date
3509,25,Wexford,149722,2020-07-12 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,221,147.606898117845,,,6332221063.42285,589324.476745023,2020-07-12
3510,26,Wicklow,142425,2020-07-12 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,708,497.1037388099,,,5580728578.64697,427539.198566779,2020-07-12
3511,1,Carlow,56932,2020-07-13 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,176,309.140729291084,,,2432351721.08691,319348.572538664,2020-07-13
3512,2,Cavan,76176,2020-07-13 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,865,1135.52825036757,,,5575009910.82324,515954.496459225,2020-07-13
3513,3,Clare,118817,2020-07-13 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.561619970206,,,8722541705.68115,1013948.95023179,2020-07-13
3514,4,Cork,542868,2020-07-13 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1550,285.520605377366,,,19529490885.5488,2129949.40863365,2020-07-13
3515,5,Donegal,159192,2020-07-13 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,468,293.984622342831,,,14624041936.8887,2145085.77438756,2020-07-13
3516,6,Dublin,1347359,2020-07-13 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12326,914.82670913988,,,2612632654.59473,449433.53182733,2020-07-13
3517,7,Galway,258058,2020-07-13 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,489,189.492284680188,,,17079158586.2568,1972288.28611619,2020-07-13
3518,8,Kerry,147707,2020-07-13 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,316,213.937051053775,,,12483603408.0742,1753779.81860439,2020-07-13
3519,9,Kildare,222504,2020-07-13 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1517,681.785495991083,,,4726063621.61621,422182.036778848,2020-07-13
3520,10,Kilkenny,99232,2020-07-13 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,356,358.755240245082,,,5585391835.08203,453397.572162214,2020-07-13
3521,11,Laois,84697,2020-07-13 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.880031169935,,,4731211499.44824,398512.462211564,2020-07-13
3522,12,Leitrim,32044,2020-07-13 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,82,255.898140057421,,,4618679672.90234,453253.685043117,2020-07-13
3523,13,Limerick,194899,2020-07-13 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,589,302.207810199129,,,7206726911.85791,673892.690484703,2020-07-13
3524,14,Longford,40873,2020-07-13 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,287,702.175029970885,,,3097977868.80127,315245.172822004,2020-07-13
3525,15,Louth,128884,2020-07-13 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,789,612.178392973527,,,2386326963.30518,352203.517153586,2020-07-13
3526,16,Mayo,130507,2020-07-13 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,573,439.056908824814,,,16036984139.0337,2101964.07657906,2020-07-13
3527,17,Meath,195044,2020-07-13 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,817,418.879842497078,,,6658570745.56543,554844.750540487,2020-07-13
3528,18,Monaghan,61386,2020-07-13 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,540,879.67940572769,,,3768943156.93945,392803.047266063,2020-07-13
3529,19,Offaly,77961,2020-07-13 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,486,623.388617385616,,,5558826350.06201,561440.378583655,2020-07-13
3530,20,Roscommon,64544,2020-07-13 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,346,536.068418443233,,,7278743875.74121,622494.154575241,2020-07-13
3531,21,Sligo,65535,2020-07-13 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,148,225.833524071107,,,5348370378.15381,682286.870285499,2020-07-13
3532,22,Tipperary,159553,2020-07-13 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.325785162297,,,11551196729.2788,781276.579658177,2020-07-13
3533,23,Waterford,116176,2020-07-13 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.886654730753,,,4848379554.98291,643184.903993029,2020-07-13
3534,24,Westmeath,88770,2020-07-13 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,676,761.51853103526,,,5208705730.30273,422669.332716032,2020-07-13
3535,25,Wexford,149722,2020-07-13 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,221,147.606898117845,,,6332221063.42285,589324.476745023,2020-07-13
3536,26,Wicklow,142425,2020-07-13 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,709,497.805862734773,,,5580728578.64697,427539.198566779,2020-07-13
3537,1,Carlow,56932,2020-07-14 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,176,309.140729291084,,,2432351721.08691,319348.572538664,2020-07-14
3538,2,Cavan,76176,2020-07-14 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,866,1136.84099978996,,,5575009910.82324,515954.496459225,2020-07-14
3539,3,Clare,118817,2020-07-14 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.561619970206,,,8722541705.68115,1013948.95023179,2020-07-14
3540,4,Cork,542868,2020-07-14 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1550,285.520605377366,,,19529490885.5488,2129949.40863365,2020-07-14
3541,5,Donegal,159192,2020-07-14 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,469,294.612794612795,,,14624041936.8887,2145085.77438756,2020-07-14
3542,6,Dublin,1347359,2020-07-14 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12331,915.197805484656,,,2612632654.59473,449433.53182733,2020-07-14
3543,7,Galway,258058,2020-07-14 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,489,189.492284680188,,,17079158586.2568,1972288.28611619,2020-07-14
3544,8,Kerry,147707,2020-07-14 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,316,213.937051053775,,,12483603408.0742,1753779.81860439,2020-07-14
3545,9,Kildare,222504,2020-07-14 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1517,681.785495991083,,,4726063621.61621,422182.036778848,2020-07-14
3546,10,Kilkenny,99232,2020-07-14 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,356,358.755240245082,,,5585391835.08203,453397.572162214,2020-07-14
3547,11,Laois,84697,2020-07-14 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.880031169935,,,4731211499.44824,398512.462211564,2020-07-14
3548,12,Leitrim,32044,2020-07-14 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,82,255.898140057421,,,4618679672.90234,453253.685043117,2020-07-14
3549,13,Limerick,194899,2020-07-14 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,589,302.207810199129,,,7206726911.85791,673892.690484703,2020-07-14
3550,14,Longford,40873,2020-07-14 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,287,702.175029970885,,,3097977868.80127,315245.172822004,2020-07-14
3551,15,Louth,128884,2020-07-14 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,789,612.178392973527,,,2386326963.30518,352203.517153586,2020-07-14
3552,16,Mayo,130507,2020-07-14 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,573,439.056908824814,,,16036984139.0337,2101964.07657906,2020-07-14
3553,17,Meath,195044,2020-07-14 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,817,418.879842497078,,,6658570745.56543,554844.750540487,2020-07-14
3554,18,Monaghan,61386,2020-07-14 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,540,879.67940572769,,,3768943156.93945,392803.047266063,2020-07-14
3555,19,Offaly,77961,2020-07-14 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,486,623.388617385616,,,5558826350.06201,561440.378583655,2020-07-14
3556,20,Roscommon,64544,2020-07-14 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,346,536.068418443233,,,7278743875.74121,622494.154575241,2020-07-14
3557,21,Sligo,65535,2020-07-14 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,148,225.833524071107,,,5348370378.15381,682286.870285499,2020-07-14
3558,22,Tipperary,159553,2020-07-14 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.325785162297,,,11551196729.2788,781276.579658177,2020-07-14
3559,23,Waterford,116176,2020-07-14 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.886654730753,,,4848379554.98291,643184.903993029,2020-07-14
3560,24,Westmeath,88770,2020-07-14 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,676,761.51853103526,,,5208705730.30273,422669.332716032,2020-07-14
3561,25,Wexford,149722,2020-07-14 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,222,148.274802634215,,,6332221063.42285,589324.476745023,2020-07-14
3562,26,Wicklow,142425,2020-07-14 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,709,497.805862734773,,,5580728578.64697,427539.198566779,2020-07-14
3563,1,Carlow,56932,2020-07-15 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,177,310.897210707511,,,2432351721.08691,319348.572538664,2020-07-15
3564,2,Cavan,76176,2020-07-15 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,866,1136.84099978996,,,5575009910.82324,515954.496459225,2020-07-15
3565,3,Clare,118817,2020-07-15 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.561619970206,,,8722541705.68115,1013948.95023179,2020-07-15
3566,4,Cork,542868,2020-07-15 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1554,286.257432746082,,,19529490885.5488,2129949.40863365,2020-07-15
3567,5,Donegal,159192,2020-07-15 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,471,295.869139152721,,,14624041936.8887,2145085.77438756,2020-07-15
3568,6,Dublin,1347359,2020-07-15 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12342,916.014217443161,,,2612632654.59473,449433.53182733,2020-07-15
3569,7,Galway,258058,2020-07-15 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,489,189.492284680188,,,17079158586.2568,1972288.28611619,2020-07-15
3570,8,Kerry,147707,2020-07-15 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,316,213.937051053775,,,12483603408.0742,1753779.81860439,2020-07-15
3571,9,Kildare,222504,2020-07-15 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1517,681.785495991083,,,4726063621.61621,422182.036778848,2020-07-15
3572,10,Kilkenny,99232,2020-07-15 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,356,358.755240245082,,,5585391835.08203,453397.572162214,2020-07-15
3573,11,Laois,84697,2020-07-15 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.880031169935,,,4731211499.44824,398512.462211564,2020-07-15
3574,12,Leitrim,32044,2020-07-15 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,82,255.898140057421,,,4618679672.90234,453253.685043117,2020-07-15
3575,13,Limerick,194899,2020-07-15 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,589,302.207810199129,,,7206726911.85791,673892.690484703,2020-07-15
3576,14,Longford,40873,2020-07-15 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,287,702.175029970885,,,3097977868.80127,315245.172822004,2020-07-15
3577,15,Louth,128884,2020-07-15 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,790,612.954284472859,,,2386326963.30518,352203.517153586,2020-07-15
3578,16,Mayo,130507,2020-07-15 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,573,439.056908824814,,,16036984139.0337,2101964.07657906,2020-07-15
3579,17,Meath,195044,2020-07-15 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,817,418.879842497078,,,6658570745.56543,554844.750540487,2020-07-15
3580,18,Monaghan,61386,2020-07-15 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,540,879.67940572769,,,3768943156.93945,392803.047266063,2020-07-15
3581,19,Offaly,77961,2020-07-15 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,485,622.10592475725,,,5558826350.06201,561440.378583655,2020-07-15
3582,20,Roscommon,64544,2020-07-15 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,346,536.068418443233,,,7278743875.74121,622494.154575241,2020-07-15
3583,21,Sligo,65535,2020-07-15 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,148,225.833524071107,,,5348370378.15381,682286.870285499,2020-07-15
3584,22,Tipperary,159553,2020-07-15 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.325785162297,,,11551196729.2788,781276.579658177,2020-07-15
3585,23,Waterford,116176,2020-07-15 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.886654730753,,,4848379554.98291,643184.903993029,2020-07-15
3586,24,Westmeath,88770,2020-07-15 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,676,761.51853103526,,,5208705730.30273,422669.332716032,2020-07-15
3587,25,Wexford,149722,2020-07-15 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,223,148.942707150586,,,6332221063.42285,589324.476745023,2020-07-15
3588,26,Wicklow,142425,2020-07-15 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,709,497.805862734773,,,5580728578.64697,427539.198566779,2020-07-15
3589,1,Carlow,56932,2020-07-16 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,178,312.653692123937,,,2432351721.08691,319348.572538664,2020-07-16
3590,2,Cavan,76176,2020-07-16 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,867,1138.15374921235,,,5575009910.82324,515954.496459225,2020-07-16
3591,3,Clare,118817,2020-07-16 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.561619970206,,,8722541705.68115,1013948.95023179,2020-07-16
3592,4,Cork,542868,2020-07-16 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1555,286.441639588261,,,19529490885.5488,2129949.40863365,2020-07-16
3593,5,Donegal,159192,2020-07-16 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,471,295.869139152721,,,14624041936.8887,2145085.77438756,2020-07-16
3594,6,Dublin,1347359,2020-07-16 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12367,917.869699167037,,,2612632654.59473,449433.53182733,2020-07-16
3595,7,Galway,258058,2020-07-16 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,489,189.492284680188,,,17079158586.2568,1972288.28611619,2020-07-16
3596,8,Kerry,147707,2020-07-16 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,316,213.937051053775,,,12483603408.0742,1753779.81860439,2020-07-16
3597,9,Kildare,222504,2020-07-16 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1518,682.234926113688,,,4726063621.61621,422182.036778848,2020-07-16
3598,10,Kilkenny,99232,2020-07-16 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,356,358.755240245082,,,5585391835.08203,453397.572162214,2020-07-16
3599,11,Laois,84697,2020-07-16 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.880031169935,,,4731211499.44824,398512.462211564,2020-07-16
3600,12,Leitrim,32044,2020-07-16 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,83,259.018849082512,,,4618679672.90234,453253.685043117,2020-07-16
3601,13,Limerick,194899,2020-07-16 00:00:00+00:00,149743,141780,52.5255,-8.7412,http://data.geohive.ie/resource/county/2ae19629-1440-13a3-e055-000000000001,589,302.207810199129,,,7206726911.85791,673892.690484703,2020-07-16
3602,14,Longford,40873,2020-07-16 00:00:00+00:00,220162,275901,53.7325,-7.6952,http://data.geohive.ie/resource/county/2ae19629-1441-13a3-e055-000000000001,287,702.175029970885,,,3097977868.80127,315245.172822004,2020-07-16
3603,15,Louth,128884,2020-07-16 00:00:00+00:00,299463,297349,53.9161,-6.487,http://data.geohive.ie/resource/county/2ae19629-1442-13a3-e055-000000000001,791,613.730175972192,,,2386326963.30518,352203.517153586,2020-07-16
3604,16,Mayo,130507,2020-07-16 00:00:00+00:00,117679,297355,53.9191,-9.2537,http://data.geohive.ie/resource/county/2ae19629-1443-13a3-e055-000000000001,573,439.056908824814,,,16036984139.0337,2101964.07657906,2020-07-16
3605,17,Meath,195044,2020-07-16 00:00:00+00:00,284946,271349,53.6851,-6.715,http://data.geohive.ie/resource/county/2ae19629-1444-13a3-e055-000000000001,817,418.879842497078,,,6658570745.56543,554844.750540487,2020-07-16
3606,18,Monaghan,61386,2020-07-16 00:00:00+00:00,268914,326818,54.1857,-6.9452,http://data.geohive.ie/resource/county/2ae19629-1445-13a3-e055-000000000001,540,879.67940572769,,,3768943156.93945,392803.047266063,2020-07-16
3607,19,Offaly,77961,2020-07-16 00:00:00+00:00,222690,223679,53.2632,-7.6607,http://data.geohive.ie/resource/county/2ae19629-1446-13a3-e055-000000000001,486,623.388617385616,,,5558826350.06201,561440.378583655,2020-07-16
3608,20,Roscommon,64544,2020-07-16 00:00:00+00:00,182029,283486,53.8008,-8.2735,http://data.geohive.ie/resource/county/2ae19629-1447-13a3-e055-000000000001,346,536.068418443233,,,7278743875.74121,622494.154575241,2020-07-16
3609,21,Sligo,65535,2020-07-16 00:00:00+00:00,165130,323355,54.1581,-8.5345,http://data.geohive.ie/resource/county/2ae19629-1449-13a3-e055-000000000001,148,225.833524071107,,,5348370378.15381,682286.870285499,2020-07-16
3610,22,Tipperary,159553,2020-07-16 00:00:00+00:00,205427,154345,52.6407,-7.9206,http://data.geohive.ie/resource/county/2ae19629-144a-13a3-e055-000000000001,543,340.325785162297,,,11551196729.2788,781276.579658177,2020-07-16
3611,23,Waterford,116176,2020-07-16 00:00:00+00:00,234676,105809,52.2035,-7.4935,http://data.geohive.ie/resource/county/2ae19629-144b-13a3-e055-000000000001,166,142.886654730753,,,4848379554.98291,643184.903993029,2020-07-16
3612,24,Westmeath,88770,2020-07-16 00:00:00+00:00,238362,255966,53.5524,-7.4219,http://data.geohive.ie/resource/county/2ae19629-144c-13a3-e055-000000000001,677,762.645037737974,,,5208705730.30273,422669.332716032,2020-07-16
3613,25,Wexford,149722,2020-07-16 00:00:00+00:00,301627,141559,52.5164,-6.5037,http://data.geohive.ie/resource/county/2ae19629-144d-13a3-e055-000000000001,223,148.942707150586,,,6332221063.42285,589324.476745023,2020-07-16
3614,26,Wicklow,142425,2020-07-16 00:00:00+00:00,311162,197894,53.0205,-6.3442,http://data.geohive.ie/resource/county/2ae19629-144e-13a3-e055-000000000001,710,498.507986659645,,,5580728578.64697,427539.198566779,2020-07-16
3615,1,Carlow,56932,2020-07-17 00:00:00+00:00,278661,163444,52.7168,-6.8367,http://data.geohive.ie/resource/county/2ae19629-143d-13a3-e055-000000000001,178,312.653692123937,,,2432351721.08691,319348.572538664,2020-07-17
3616,2,Cavan,76176,2020-07-17 00:00:00+00:00,246380,304501,53.9878,-7.2937,http://data.geohive.ie/resource/county/2ae19629-1448-13a3-e055-000000000001,867,1138.15374921235,,,5575009910.82324,515954.496459225,2020-07-17
3617,3,Clare,118817,2020-07-17 00:00:00+00:00,133493,182732,52.8917,-8.9889,http://data.geohive.ie/resource/county/2ae19629-1450-13a3-e055-000000000001,369,310.561619970206,,,8722541705.68115,1013948.95023179,2020-07-17
3618,4,Cork,542868,2020-07-17 00:00:00+00:00,156242,77860,51.9517,-8.6372,http://data.geohive.ie/resource/county/2ae19629-1451-13a3-e055-000000000001,1557,286.810053272619,,,19529490885.5488,2129949.40863365,2020-07-17
3619,5,Donegal,159192,2020-07-17 00:00:00+00:00,202615,405691,54.8989,-7.96,http://data.geohive.ie/resource/county/2ae19629-1452-13a3-e055-000000000001,472,296.497311422685,,,14624041936.8887,2145085.77438756,2020-07-17
3620,6,Dublin,1347359,2020-07-17 00:00:00+00:00,313762,235813,53.3605,-6.292,http://data.geohive.ie/resource/county/2ae19629-144f-13a3-e055-000000000001,12379,918.760330394498,,,2612632654.59473,449433.53182733,2020-07-17
3621,7,Galway,258058,2020-07-17 00:00:00+00:00,151045,235818,53.3705,-8.7362,http://data.geohive.ie/resource/county/2ae19629-1453-13a3-e055-000000000001,491,190.267304249432,,,17079158586.2568,1972288.28611619,2020-07-17
3622,8,Kerry,147707,2020-07-17 00:00:00+00:00,92975,102996,52.1689,-9.565,http://data.geohive.ie/resource/county/2ae19629-1454-13a3-e055-000000000001,316,213.937051053775,,,12483603408.0742,1753779.81860439,2020-07-17
3623,9,Kildare,222504,2020-07-17 00:00:00+00:00,281262,221513,53.238,-6.7837,http://data.geohive.ie/resource/county/2ae19629-1455-13a3-e055-000000000001,1521,683.583216481501,,,4726063621.61621,422182.036778848,2020-07-17
3624,10,Kilkenny,99232,2020-07-17 00:00:00+00:00,253094,148060,52.5816,-7.2175,http://data.geohive.ie/resource/county/2ae19629-1456-13a3-e055-000000000001,356,358.755240245082,,,5585391835.08203,453397.572162214,2020-07-17
3625,11,Laois,84697,2020-07-17 00:00:00+00:00,244211,193996,52.9952,-7.3423,http://data.geohive.ie/resource/county/2ae19629-143e-13a3-e055-000000000001,265,312.880031169935,,,4731211499.44824,398512.462211564,2020-07-17
3626,12,Leitrim,32044,2020-07-17 00:00:00+00:00,200446,319670,54.1261,-7.9939,http://data.geohive.ie/resource/county/2ae19629-143f-13a3-e055-000000000001,83,259.018849082512,,,4618679672.90234,453253.685043117,2020-07-17
